hexal_id,receptor_channel,node_id,node_type,u,v
232,5,3837,R6,-4,-10
232,6,4558,R7,-4,-10
232,7,5279,R8,-4,-10
233,0,233,R1,-4,-9
233,1,954,R2,-4,-9
233,2,1675,R3,-4,-9
233,3,2396,R4,-4,-9
233,4,3117,R5,-4,-9
233,5,3838,R6,-4,-9
233,6,4559,R7,-4,-9
233,7,5280,R8,-4,-9
234,0,234,R1,-4,-8
234,1,955,R2,-4,-8
234,2,1676,R3,-4,-8
234,3,2397,R4,-4,-8
234,4,3118,R5,-4,-8
234,5,3839,R6,-4,-8
234,6,4560,R7,-4,-8
234,7,5281,R8,-4,-8
235,0,235,R1,-4,-7
235,1,956,R2,-4,-7
235,2,1677,R3,-4,-7
235,3,2398,R4,-4,-7
235,4,3119,R5,-4,-7
235,5,3840,R6,-4,-7
235,6,4561,R7,-4,-7
235,7,5282,R8,-4,-7
236,0,236,R1,-4,-6
236,1,957,R2,-4,-6
236,2,1678,R3,-4,-6
236,3,2399,R4,-4,-6
236,4,3120,R5,-4,-6
236,5,3841,R6,-4,-6
236,6,4562,R7,-4,-6
236,7,5283,R8,-4,-6
237,0,237,R1,-4,-5
237,1,958,R2,-4,-5
237,2,1679,R3,-4,-5
237,3,2400,R4,-4,-5
237,4,3121,R5,-4,-5
237,5,3842,R6,-4,-5
237,6,4563,R7,-4,-5
237,7,5284,R8,-4,-5
238,0,238,R1,-4,-4
238,1,959,R2,-4,-4
238,2,1680,R3,-4,-4
238,3,2401,R4,-4,-4
238,4,3122,R5,-4,-4
238,5,3843,R6,-4,-4
238,6,4564,R7,-4,-4
238,7,5285,R8,-4,-4
239,0,239,R1,-4,-3
239,1,960,R2,-4,-3
239,2,1681,R3,-4,-3
239,3,2402,R4,-4,-3
239,4,3123,R5,-4,-3
239,5,3844,R6,-4,-3
239,6,4565,R7,-4,-3
239,7,5286,R8,-4,-3
240,0,240,R1,-4,-2
240,1,961,R2,-4,-2
240,2,1682,R3,-4,-2
240,3,2403,R4,-4,-2
240,4,3124,R5,-4,-2
240,5,3845,R6,-4,-2
240,6,4566,R7,-4,-2
240,7,5287,R8,-4,-2
241,0,241,R1,-4,-1
241,1,962,R2,-4,-1
241,2,1683,R3,-4,-1
241,3,2404,R4,-4,-1
241,4,3125,R5,-4,-1
241,5,3846,R6,-4,-1
241,6,4567,R7,-4,-1
241,7,5288,R8,-4,-1
242,0,242,R1,-4,0
242,1,963,R2,-4,0
242,2,1684,R3,-4,0
242,3,2405,R4,-4,0
242,4,3126,R5,-4,0
242,5,3847,R6,-4,0
242,6,4568,R7,-4,0
242,7,5289,R8,-4,0
243,0,243,R1,-4,1
243,1,964,R2,-4,1
243,2,1685,R3,-4,1
243,3,2406,R4,-4,1
243,4,3127,R5,-4,1
243,5,3848,R6,-4,1
243,6,4569,R7,-4,1
243,7,5290,R8,-4,1
244,0,244,R1,-4,2
244,1,965,R2,-4,2
244,2,1686,R3,-4,2
244,3,2407,R4,-4,2
244,4,3128,R5,-4,2
244,5,3849,R6,-4,2
244,6,4570,R7,-4,2
244,7,5291,R8,-4,2
245,0,245,R1,-4,3
245,1,966,R2,-4,3
245,2,1687,R3,-4,3
245,3,2408,R4,-4,3
245,4,3129,R5,-4,3
245,5,3850,R6,-4,3
245,6,4571,R7,-4,3
245,7,5292,R8,-4,3
246,0,246,R1,-4,4
246,1,967,R2,-4,4
246,2,1688,R3,-4,4
246,3,2409,R4,-4,4
246,4,3130,R5,-4,4
246,5,3851,R6,-4,4
246,6,4572,R7,-4,4
246,7,5293,R8,-4,4
247,0,247,R1,-4,5
247,1,968,R2,-4,5
247,2,1689,R3,-4,5
247,3,2410,R4,-4,5
247,4,3131,R5,-4,5
247,5,3852,R6,-4,5
247,6,4573,R7,-4,5
247,7,5294,R8,-4,5
248,0,248,R1,-4,6
248,1,969,R2,-4,6
248,2,1690,R3,-4,6
248,3,2411,R4,-4,6
248,4,3132,R5,-4,6
248,5,3853,R6,-4,6
248,6,4574,R7,-4,6
248,7,5295,R8,-4,6
249,0,249,R1,-4,7
249,1,970,R2,-4,7
249,2,1691,R3,-4,7
249,3,2412,R4,-4,7
249,4,3133,R5,-4,7
249,5,3854,R6,-4,7
249,6,4575,R7,-4,7
249,7,5296,R8,-4,7
250,0,250,R1,-4,8
250,1,971,R2,-4,8
250,2,1692,R3,-4,8
250,3,2413,R4,-4,8
250,4,3134,R5,-4,8
250,5,3855,R6,-4,8
250,6,4576,R7,-4,8
250,7,5297,R8,-4,8
251,0,251,R1,-4,9
251,1,972,R2,-4,9
251,2,1693,R3,-4,9
251,3,2414,R4,-4,9
251,4,3135,R5,-4,9
251,5,3856,R6,-4,9
251,6,4577,R7,-4,9
251,7,5298,R8,-4,9
252,0,252,R1,-4,10
252,1,973,R2,-4,10
252,2,1694,R3,-4,10
252,3,2415,R4,-4,10
252,4,3136,R5,-4,10
252,5,3857,R6,-4,10
252,6,4578,R7,-4,10
252,7,5299,R8,-4,10
253,0,253,R1,-4,11
253,1,974,R2,-4,11
253,2,1695,R3,-4,11
253,3,2416,R4,-4,11
253,4,3137,R5,-4,11
253,5,3858,R6,-4,11
253,6,4579,R7,-4,11
253,7,5300,R8,-4,11
254,0,254,R1,-4,12
254,1,975,R2,-4,12
254,2,1696,R3,-4,12
254,3,2417,R4,-4,12
254,4,3138,R5,-4,12
254,5,3859,R6,-4,12
254,6,4580,R7,-4,12
254,7,5301,R8,-4,12
255,0,255,R1,-4,13
255,1,976,R2,-4,13
255,2,1697,R3,-4,13
255,3,2418,R4,-4,13
255,4,3139,R5,-4,13
255,5,3860,R6,-4,13
255,6,4581,R7,-4,13
255,7,5302,R8,-4,13
256,0,256,R1,-4,14
256,1,977,R2,-4,14
256,2,1698,R3,-4,14
256,3,2419,R4,-4,14
256,4,3140,R5,-4,14
256,5,3861,R6,-4,14
256,6,4582,R7,-4,14
256,7,5303,R8,-4,14
257,0,257,R1,-4,15
257,1,978,R2,-4,15
257,2,1699,R3,-4,15
257,3,2420,R4,-4,15
257,4,3141,R5,-4,15
257,5,3862,R6,-4,15
257,6,4583,R7,-4,15
257,7,5304,R8,-4,15
258,0,258,R1,-3,-12
258,1,979,R2,-3,-12
258,2,1700,R3,-3,-12
258,3,2421,R4,-3,-12
258,4,3142,R5,-3,-12
258,5,3863,R6,-3,-12
258,6,4584,R7,-3,-12
258,7,5305,R8,-3,-12
259,0,259,R1,-3,-11
259,1,980,R2,-3,-11
259,2,1701,R3,-3,-11
259,3,2422,R4,-3,-11
259,4,3143,R5,-3,-11
259,5,3864,R6,-3,-11
259,6,4585,R7,-3,-11
259,7,5306,R8,-3,-11
260,0,260,R1,-3,-10
260,1,981,R2,-3,-10
260,2,1702,R3,-3,-10
260,3,2423,R4,-3,-10
260,4,3144,R5,-3,-10
260,5,3865,R6,-3,-10
260,6,4586,R7,-3,-10
260,7,5307,R8,-3,-10
261,0,261,R1,-3,-9
261,1,982,R2,-3,-9
261,2,1703,R3,-3,-9
261,3,2424,R4,-3,-9
261,4,3145,R5,-3,-9
261,5,3866,R6,-3,-9
261,6,4587,R7,-3,-9
261,7,5308,R8,-3,-9
262,0,262,R1,-3,-8
262,1,983,R2,-3,-8
262,2,1704,R3,-3,-8
262,3,2425,R4,-3,-8
262,4,3146,R5,-3,-8
262,5,3867,R6,-3,-8
262,6,4588,R7,-3,-8
262,7,5309,R8,-3,-8
263,0,263,R1,-3,-7
263,1,984,R2,-3,-7
263,2,1705,R3,-3,-7
263,3,2426,R4,-3,-7
263,4,3147,R5,-3,-7
263,5,3868,R6,-3,-7
263,6,4589,R7,-3,-7
263,7,5310,R8,-3,-7
264,0,264,R1,-3,-6
264,1,985,R2,-3,-6
264,2,1706,R3,-3,-6
264,3,2427,R4,-3,-6
264,4,3148,R5,-3,-6
264,5,3869,R6,-3,-6
264,6,4590,R7,-3,-6
264,7,5311,R8,-3,-6
265,0,265,R1,-3,-5
265,1,986,R2,-3,-5
265,2,1707,R3,-3,-5
265,3,2428,R4,-3,-5
265,4,3149,R5,-3,-5
265,5,3870,R6,-3,-5
265,6,4591,R7,-3,-5
265,7,5312,R8,-3,-5
266,0,266,R1,-3,-4
266,1,987,R2,-3,-4
266,2,1708,R3,-3,-4
266,3,2429,R4,-3,-4
266,4,3150,R5,-3,-4
266,5,3871,R6,-3,-4
266,6,4592,R7,-3,-4
266,7,5313,R8,-3,-4
267,0,267,R1,-3,-3
267,1,988,R2,-3,-3
267,2,1709,R3,-3,-3
267,3,2430,R4,-3,-3
267,4,3151,R5,-3,-3
267,5,3872,R6,-3,-3
267,6,4593,R7,-3,-3
267,7,5314,R8,-3,-3
268,0,268,R1,-3,-2
268,1,989,R2,-3,-2
268,2,1710,R3,-3,-2
268,3,2431,R4,-3,-2
268,4,3152,R5,-3,-2
268,5,3873,R6,-3,-2
268,6,4594,R7,-3,-2
268,7,5315,R8,-3,-2
269,0,269,R1,-3,-1
269,1,990,R2,-3,-1
269,2,1711,R3,-3,-1
269,3,2432,R4,-3,-1
269,4,3153,R5,-3,-1
269,5,3874,R6,-3,-1
269,6,4595,R7,-3,-1
269,7,5316,R8,-3,-1
270,0,270,R1,-3,0
270,1,991,R2,-3,0
270,2,1712,R3,-3,0
270,3,2433,R4,-3,0
270,4,3154,R5,-3,0
270,5,3875,R6,-3,0
270,6,4596,R7,-3,0
270,7,5317,R8,-3,0
271,0,271,R1,-3,1
271,1,992,R2,-3,1
271,2,1713,R3,-3,1
271,3,2434,R4,-3,1
271,4,3155,R5,-3,1
271,5,3876,R6,-3,1
271,6,4597,R7,-3,1
271,7,5318,R8,-3,1
272,0,272,R1,-3,2
272,1,993,R2,-3,2
272,2,1714,R3,-3,2
272,3,2435,R4,-3,2
272,4,3156,R5,-3,2
272,5,3877,R6,-3,2
272,6,4598,R7,-3,2
272,7,5319,R8,-3,2
273,0,273,R1,-3,3
273,1,994,R2,-3,3
273,2,1715,R3,-3,3
273,3,2436,R4,-3,3
273,4,3157,R5,-3,3
273,5,3878,R6,-3,3
273,6,4599,R7,-3,3
273,7,5320,R8,-3,3
274,0,274,R1,-3,4
274,1,995,R2,-3,4
274,2,1716,R3,-3,4
274,3,2437,R4,-3,4
274,4,3158,R5,-3,4
274,5,3879,R6,-3,4
274,6,4600,R7,-3,4
274,7,5321,R8,-3,4
275,0,275,R1,-3,5
275,1,996,R2,-3,5
275,2,1717,R3,-3,5
275,3,2438,R4,-3,5
275,4,3159,R5,-3,5
275,5,3880,R6,-3,5
275,6,4601,R7,-3,5
275,7,5322,R8,-3,5
276,0,276,R1,-3,6
276,1,997,R2,-3,6
276,2,1718,R3,-3,6
276,3,2439,R4,-3,6
276,4,3160,R5,-3,6
276,5,3881,R6,-3,6
276,6,4602,R7,-3,6
276,7,5323,R8,-3,6
277,0,277,R1,-3,7
277,1,998,R2,-3,7
277,2,1719,R3,-3,7
277,3,2440,R4,-3,7
277,4,3161,R5,-3,7
277,5,3882,R6,-3,7
277,6,4603,R7,-3,7
277,7,5324,R8,-3,7
278,0,278,R1,-3,8
278,1,999,R2,-3,8
278,2,1720,R3,-3,8
278,3,2441,R4,-3,8
278,4,3162,R5,-3,8
278,5,3883,R6,-3,8
278,6,4604,R7,-3,8
278,7,5325,R8,-3,8
279,0,279,R1,-3,9
279,1,1000,R2,-3,9
279,2,1721,R3,-3,9
279,3,2442,R4,-3,9
279,4,3163,R5,-3,9
279,5,3884,R6,-3,9
279,6,4605,R7,-3,9
279,7,5326,R8,-3,9
280,0,280,R1,-3,10
280,1,1001,R2,-3,10
280,2,1722,R3,-3,10
280,3,2443,R4,-3,10
280,4,3164,R5,-3,10
280,5,3885,R6,-3,10
280,6,4606,R7,-3,10
280,7,5327,R8,-3,10
281,0,281,R1,-3,11
281,1,1002,R2,-3,11
281,2,1723,R3,-3,11
281,3,2444,R4,-3,11
281,4,3165,R5,-3,11
281,5,3886,R6,-3,11
281,6,4607,R7,-3,11
281,7,5328,R8,-3,11
282,0,282,R1,-3,12
282,1,1003,R2,-3,12
282,2,1724,R3,-3,12
282,3,2445,R4,-3,12
282,4,3166,R5,-3,12
282,5,3887,R6,-3,12
282,6,4608,R7,-3,12
282,7,5329,R8,-3,12
283,0,283,R1,-3,13
283,1,1004,R2,-3,13
283,2,1725,R3,-3,13
283,3,2446,R4,-3,13
283,4,3167,R5,-3,13
283,5,3888,R6,-3,13
283,6,4609,R7,-3,13
283,7,5330,R8,-3,13
284,0,284,R1,-3,14
284,1,1005,R2,-3,14
284,2,1726,R3,-3,14
284,3,2447,R4,-3,14
284,4,3168,R5,-3,14
284,5,3889,R6,-3,14
284,6,4610,R7,-3,14
284,7,5331,R8,-3,14
285,0,285,R1,-3,15
285,1,1006,R2,-3,15
285,2,1727,R3,-3,15
285,3,2448,R4,-3,15
285,4,3169,R5,-3,15
285,5,3890,R6,-3,15
285,6,4611,R7,-3,15
285,7,5332,R8,-3,15
286,0,286,R1,-2,-13
286,1,1007,R2,-2,-13
286,2,1728,R3,-2,-13
286,3,2449,R4,-2,-13
286,4,3170,R5,-2,-13
286,5,3891,R6,-2,-13
286,6,4612,R7,-2,-13
286,7,5333,R8,-2,-13
287,0,287,R1,-2,-12
287,1,1008,R2,-2,-12
287,2,1729,R3,-2,-12
287,3,2450,R4,-2,-12
287,4,3171,R5,-2,-12
287,5,3892,R6,-2,-12
287,6,4613,R7,-2,-12
287,7,5334,R8,-2,-12
288,0,288,R1,-2,-11
288,1,1009,R2,-2,-11
288,2,1730,R3,-2,-11
288,3,2451,R4,-2,-11
288,4,3172,R5,-2,-11
288,5,3893,R6,-2,-11
288,6,4614,R7,-2,-11
288,7,5335,R8,-2,-11
289,0,289,R1,-2,-10
289,1,1010,R2,-2,-10
289,2,1731,R3,-2,-10
289,3,2452,R4,-2,-10
289,4,3173,R5,-2,-10
289,5,3894,R6,-2,-10
289,6,4615,R7,-2,-10
289,7,5336,R8,-2,-10
290,0,290,R1,-2,-9
290,1,1011,R2,-2,-9
290,2,1732,R3,-2,-9
290,3,2453,R4,-2,-9
290,4,3174,R5,-2,-9
290,5,3895,R6,-2,-9
290,6,4616,R7,-2,-9
290,7,5337,R8,-2,-9
291,0,291,R1,-2,-8
291,1,1012,R2,-2,-8
291,2,1733,R3,-2,-8
291,3,2454,R4,-2,-8
291,4,3175,R5,-2,-8
291,5,3896,R6,-2,-8
291,6,4617,R7,-2,-8
291,7,5338,R8,-2,-8
292,0,292,R1,-2,-7
292,1,1013,R2,-2,-7
292,2,1734,R3,-2,-7
292,3,2455,R4,-2,-7
292,4,3176,R5,-2,-7
292,5,3897,R6,-2,-7
292,6,4618,R7,-2,-7
292,7,5339,R8,-2,-7
293,0,293,R1,-2,-6
293,1,1014,R2,-2,-6
293,2,1735,R3,-2,-6
293,3,2456,R4,-2,-6
293,4,3177,R5,-2,-6
293,5,3898,R6,-2,-6
293,6,4619,R7,-2,-6
293,7,5340,R8,-2,-6
294,0,294,R1,-2,-5
294,1,1015,R2,-2,-5
294,2,1736,R3,-2,-5
294,3,2457,R4,-2,-5
294,4,3178,R5,-2,-5
294,5,3899,R6,-2,-5
294,6,4620,R7,-2,-5
294,7,5341,R8,-2,-5
295,0,295,R1,-2,-4
295,1,1016,R2,-2,-4
295,2,1737,R3,-2,-4
295,3,2458,R4,-2,-4
295,4,3179,R5,-2,-4
295,5,3900,R6,-2,-4
295,6,4621,R7,-2,-4
295,7,5342,R8,-2,-4
296,0,296,R1,-2,-3
296,1,1017,R2,-2,-3
296,2,1738,R3,-2,-3
296,3,2459,R4,-2,-3
296,4,3180,R5,-2,-3
296,5,3901,R6,-2,-3
296,6,4622,R7,-2,-3
296,7,5343,R8,-2,-3
297,0,297,R1,-2,-2
297,1,1018,R2,-2,-2
297,2,1739,R3,-2,-2
297,3,2460,R4,-2,-2
297,4,3181,R5,-2,-2
297,5,3902,R6,-2,-2
297,6,4623,R7,-2,-2
297,7,5344,R8,-2,-2
298,0,298,R1,-2,-1
298,1,1019,R2,-2,-1
298,2,1740,R3,-2,-1
298,3,2461,R4,-2,-1
298,4,3182,R5,-2,-1
298,5,3903,R6,-2,-1
298,6,4624,R7,-2,-1
298,7,5345,R8,-2,-1
299,0,299,R1,-2,0
299,1,1020,R2,-2,0
299,2,1741,R3,-2,0
299,3,2462,R4,-2,0
299,4,3183,R5,-2,0
299,5,3904,R6,-2,0
299,6,4625,R7,-2,0
299,7,5346,R8,-2,0
300,0,300,R1,-2,1
300,1,1021,R2,-2,1
300,2,1742,R3,-2,1
300,3,2463,R4,-2,1
300,4,3184,R5,-2,1
300,5,3905,R6,-2,1
300,6,4626,R7,-2,1
300,7,5347,R8,-2,1
301,0,301,R1,-2,2
301,1,1022,R2,-2,2
301,2,1743,R3,-2,2
301,3,2464,R4,-2,2
301,4,3185,R5,-2,2
301,5,3906,R6,-2,2
301,6,4627,R7,-2,2
301,7,5348,R8,-2,2
302,0,302,R1,-2,3
302,1,1023,R2,-2,3
302,2,1744,R3,-2,3
302,3,2465,R4,-2,3
302,4,3186,R5,-2,3
302,5,3907,R6,-2,3
302,6,4628,R7,-2,3
302,7,5349,R8,-2,3
303,0,303,R1,-2,4
303,1,1024,R2,-2,4
303,2,1745,R3,-2,4
303,3,2466,R4,-2,4
303,4,3187,R5,-2,4
303,5,3908,R6,-2,4
303,6,4629,R7,-2,4
303,7,5350,R8,-2,4
304,0,304,R1,-2,5
304,1,1025,R2,-2,5
304,2,1746,R3,-2,5
304,3,2467,R4,-2,5
304,4,3188,R5,-2,5
304,5,3909,R6,-2,5
304,6,4630,R7,-2,5
304,7,5351,R8,-2,5
305,0,305,R1,-2,6
305,1,1026,R2,-2,6
305,2,1747,R3,-2,6
305,3,2468,R4,-2,6
305,4,3189,R5,-2,6
305,5,3910,R6,-2,6
305,6,4631,R7,-2,6
305,7,5352,R8,-2,6
306,0,306,R1,-2,7
306,1,1027,R2,-2,7
306,2,1748,R3,-2,7
306,3,2469,R4,-2,7
306,4,3190,R5,-2,7
306,5,3911,R6,-2,7
306,6,4632,R7,-2,7
306,7,5353,R8,-2,7
307,0,307,R1,-2,8
307,1,1028,R2,-2,8
307,2,1749,R3,-2,8
307,3,2470,R4,-2,8
307,4,3191,R5,-2,8
307,5,3912,R6,-2,8
307,6,4633,R7,-2,8
307,7,5354,R8,-2,8
308,0,308,R1,-2,9
308,1,1029,R2,-2,9
308,2,1750,R3,-2,9
308,3,2471,R4,-2,9
308,4,3192,R5,-2,9
308,5,3913,R6,-2,9
308,6,4634,R7,-2,9
308,7,5355,R8,-2,9
309,0,309,R1,-2,10
309,1,1030,R2,-2,10
309,2,1751,R3,-2,10
309,3,2472,R4,-2,10
309,4,3193,R5,-2,10
309,5,3914,R6,-2,10
309,6,4635,R7,-2,10
309,7,5356,R8,-2,10
310,0,310,R1,-2,11
310,1,1031,R2,-2,11
310,2,1752,R3,-2,11
310,3,2473,R4,-2,11
310,4,3194,R5,-2,11
310,5,3915,R6,-2,11
310,6,4636,R7,-2,11
310,7,5357,R8,-2,11
311,0,311,R1,-2,12
311,1,1032,R2,-2,12
311,2,1753,R3,-2,12
311,3,2474,R4,-2,12
311,4,3195,R5,-2,12
311,5,3916,R6,-2,12
311,6,4637,R7,-2,12
311,7,5358,R8,-2,12
312,0,312,R1,-2,13
312,1,1033,R2,-2,13
312,2,1754,R3,-2,13
312,3,2475,R4,-2,13
312,4,3196,R5,-2,13
312,5,3917,R6,-2,13
312,6,4638,R7,-2,13
312,7,5359,R8,-2,13
313,0,313,R1,-2,14
313,1,1034,R2,-2,14
313,2,1755,R3,-2,14
313,3,2476,R4,-2,14
313,4,3197,R5,-2,14
313,5,3918,R6,-2,14
313,6,4639,R7,-2,14
313,7,5360,R8,-2,14
314,0,314,R1,-2,15
314,1,1035,R2,-2,15
314,2,1756,R3,-2,15
314,3,2477,R4,-2,15
314,4,3198,R5,-2,15
314,5,3919,R6,-2,15
314,6,4640,R7,-2,15
314,7,5361,R8,-2,15
315,0,315,R1,-1,-14
315,1,1036,R2,-1,-14
315,2,1757,R3,-1,-14
315,3,2478,R4,-1,-14
315,4,3199,R5,-1,-14
315,5,3920,R6,-1,-14
315,6,4641,R7,-1,-14
315,7,5362,R8,-1,-14
316,0,316,R1,-1,-13
316,1,1037,R2,-1,-13
316,2,1758,R3,-1,-13
316,3,2479,R4,-1,-13
316,4,3200,R5,-1,-13
316,5,3921,R6,-1,-13
316,6,4642,R7,-1,-13
316,7,5363,R8,-1,-13
317,0,317,R1,-1,-12
317,1,1038,R2,-1,-12
317,2,1759,R3,-1,-12
317,3,2480,R4,-1,-12
317,4,3201,R5,-1,-12
317,5,3922,R6,-1,-12
317,6,4643,R7,-1,-12
317,7,5364,R8,-1,-12
318,0,318,R1,-1,-11
318,1,1039,R2,-1,-11
318,2,1760,R3,-1,-11
318,3,2481,R4,-1,-11
318,4,3202,R5,-1,-11
318,5,3923,R6,-1,-11
318,6,4644,R7,-1,-11
318,7,5365,R8,-1,-11
319,0,319,R1,-1,-10
319,1,1040,R2,-1,-10
319,2,1761,R3,-1,-10
319,3,2482,R4,-1,-10
319,4,3203,R5,-1,-10
319,5,3924,R6,-1,-10
319,6,4645,R7,-1,-10
319,7,5366,R8,-1,-10
320,0,320,R1,-1,-9
320,1,1041,R2,-1,-9
320,2,1762,R3,-1,-9
320,3,2483,R4,-1,-9
320,4,3204,R5,-1,-9
320,5,3925,R6,-1,-9
320,6,4646,R7,-1,-9
320,7,5367,R8,-1,-9
321,0,321,R1,-1,-8
321,1,1042,R2,-1,-8
321,2,1763,R3,-1,-8
321,3,2484,R4,-1,-8
321,4,3205,R5,-1,-8
321,5,3926,R6,-1,-8
321,6,4647,R7,-1,-8
321,7,5368,R8,-1,-8
322,0,322,R1,-1,-7
322,1,1043,R2,-1,-7
322,2,1764,R3,-1,-7
322,3,2485,R4,-1,-7
322,4,3206,R5,-1,-7
322,5,3927,R6,-1,-7
322,6,4648,R7,-1,-7
322,7,5369,R8,-1,-7
323,0,323,R1,-1,-6
323,1,1044,R2,-1,-6
323,2,1765,R3,-1,-6
323,3,2486,R4,-1,-6
323,4,3207,R5,-1,-6
323,5,3928,R6,-1,-6
323,6,4649,R7,-1,-6
323,7,5370,R8,-1,-6
324,0,324,R1,-1,-5
324,1,1045,R2,-1,-5
324,2,1766,R3,-1,-5
324,3,2487,R4,-1,-5
324,4,3208,R5,-1,-5
324,5,3929,R6,-1,-5
324,6,4650,R7,-1,-5
324,7,5371,R8,-1,-5
325,0,325,R1,-1,-4
325,1,1046,R2,-1,-4
325,2,1767,R3,-1,-4
325,3,2488,R4,-1,-4
325,4,3209,R5,-1,-4
325,5,3930,R6,-1,-4
325,6,4651,R7,-1,-4
325,7,5372,R8,-1,-4
326,0,326,R1,-1,-3
326,1,1047,R2,-1,-3
326,2,1768,R3,-1,-3
326,3,2489,R4,-1,-3
326,4,3210,R5,-1,-3
326,5,3931,R6,-1,-3
326,6,4652,R7,-1,-3
326,7,5373,R8,-1,-3
327,0,327,R1,-1,-2
327,1,1048,R2,-1,-2
327,2,1769,R3,-1,-2
327,3,2490,R4,-1,-2
327,4,3211,R5,-1,-2
327,5,3932,R6,-1,-2
327,6,4653,R7,-1,-2
327,7,5374,R8,-1,-2
328,0,328,R1,-1,-1
328,1,1049,R2,-1,-1
328,2,1770,R3,-1,-1
328,3,2491,R4,-1,-1
328,4,3212,R5,-1,-1
328,5,3933,R6,-1,-1
328,6,4654,R7,-1,-1
328,7,5375,R8,-1,-1
329,0,329,R1,-1,0
329,1,1050,R2,-1,0
329,2,1771,R3,-1,0
329,3,2492,R4,-1,0
329,4,3213,R5,-1,0
329,5,3934,R6,-1,0
329,6,4655,R7,-1,0
329,7,5376,R8,-1,0
330,0,330,R1,-1,1
330,1,1051,R2,-1,1
330,2,1772,R3,-1,1
330,3,2493,R4,-1,1
330,4,3214,R5,-1,1
330,5,3935,R6,-1,1
330,6,4656,R7,-1,1
330,7,5377,R8,-1,1
331,0,331,R1,-1,2
331,1,1052,R2,-1,2
331,2,1773,R3,-1,2
331,3,2494,R4,-1,2
331,4,3215,R5,-1,2
331,5,3936,R6,-1,2
331,6,4657,R7,-1,2
331,7,5378,R8,-1,2
332,0,332,R1,-1,3
332,1,1053,R2,-1,3
332,2,1774,R3,-1,3
332,3,2495,R4,-1,3
332,4,3216,R5,-1,3
332,5,3937,R6,-1,3
332,6,4658,R7,-1,3
332,7,5379,R8,-1,3
333,0,333,R1,-1,4
333,1,1054,R2,-1,4
333,2,1775,R3,-1,4
333,3,2496,R4,-1,4
333,4,3217,R5,-1,4
333,5,3938,R6,-1,4
333,6,4659,R7,-1,4
333,7,5380,R8,-1,4
334,0,334,R1,-1,5
334,1,1055,R2,-1,5
334,2,1776,R3,-1,5
334,3,2497,R4,-1,5
334,4,3218,R5,-1,5
334,5,3939,R6,-1,5
334,6,4660,R7,-1,5
334,7,5381,R8,-1,5
335,0,335,R1,-1,6
335,1,1056,R2,-1,6
335,2,1777,R3,-1,6
335,3,2498,R4,-1,6
335,4,3219,R5,-1,6
335,5,3940,R6,-1,6
335,6,4661,R7,-1,6
335,7,5382,R8,-1,6
336,0,336,R1,-1,7
336,1,1057,R2,-1,7
336,2,1778,R3,-1,7
336,3,2499,R4,-1,7
336,4,3220,R5,-1,7
336,5,3941,R6,-1,7
336,6,4662,R7,-1,7
336,7,5383,R8,-1,7
337,0,337,R1,-1,8
337,1,1058,R2,-1,8
337,2,1779,R3,-1,8
337,3,2500,R4,-1,8
337,4,3221,R5,-1,8
337,5,3942,R6,-1,8
337,6,4663,R7,-1,8
337,7,5384,R8,-1,8
338,0,338,R1,-1,9
338,1,1059,R2,-1,9
338,2,1780,R3,-1,9
338,3,2501,R4,-1,9
338,4,3222,R5,-1,9
338,5,3943,R6,-1,9
338,6,4664,R7,-1,9
338,7,5385,R8,-1,9
339,0,339,R1,-1,10
339,1,1060,R2,-1,10
339,2,1781,R3,-1,10
339,3,2502,R4,-1,10
339,4,3223,R5,-1,10
339,5,3944,R6,-1,10
339,6,4665,R7,-1,10
339,7,5386,R8,-1,10
340,0,340,R1,-1,11
340,1,1061,R2,-1,11
340,2,1782,R3,-1,11
340,3,2503,R4,-1,11
340,4,3224,R5,-1,11
340,5,3945,R6,-1,11
340,6,4666,R7,-1,11
340,7,5387,R8,-1,11
341,0,341,R1,-1,12
341,1,1062,R2,-1,12
341,2,1783,R3,-1,12
341,3,2504,R4,-1,12
341,4,3225,R5,-1,12
341,5,3946,R6,-1,12
341,6,4667,R7,-1,12
341,7,5388,R8,-1,12
342,0,342,R1,-1,13
342,1,1063,R2,-1,13
342,2,1784,R3,-1,13
342,3,2505,R4,-1,13
342,4,3226,R5,-1,13
342,5,3947,R6,-1,13
342,6,4668,R7,-1,13
342,7,5389,R8,-1,13
343,0,343,R1,-1,14
343,1,1064,R2,-1,14
343,2,1785,R3,-1,14
343,3,2506,R4,-1,14
343,4,3227,R5,-1,14
343,5,3948,R6,-1,14
343,6,4669,R7,-1,14
343,7,5390,R8,-1,14
344,0,344,R1,-1,15
344,1,1065,R2,-1,15
344,2,1786,R3,-1,15
344,3,2507,R4,-1,15
344,4,3228,R5,-1,15
344,5,3949,R6,-1,15
344,6,4670,R7,-1,15
344,7,5391,R8,-1,15
345,0,345,R1,0,-15
345,1,1066,R2,0,-15
345,2,1787,R3,0,-15
345,3,2508,R4,0,-15
345,4,3229,R5,0,-15
345,5,3950,R6,0,-15
345,6,4671,R7,0,-15
345,7,5392,R8,0,-15
346,0,346,R1,0,-14
346,1,1067,R2,0,-14
346,2,1788,R3,0,-14
346,3,2509,R4,0,-14
346,4,3230,R5,0,-14
346,5,3951,R6,0,-14
346,6,4672,R7,0,-14
346,7,5393,R8,0,-14
347,0,347,R1,0,-13
